Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Price,Quantity,Payment_Status,Total_Revenue,Return_ID,Original_Tx_ID,Return_Date,Refund_Amount,Status,is_returned,Net_Revenue
100484,2023-12-01,C0137, Smart Home ,NordCam Mini,80.0,1,Paid,80.0,,,,0.0,,False,80.0
100261,2023-11-25,C0010, Electronics ,NoiseCancel Headphones,258.75,1,Paid,258.75,R000003,Ref: 100261,2023-12-07,258.75,Processed,True,0.0
100084,2023-11-18,C0001, Accessories,Wireless Mouse,56.31,1,Paid,56.31,,,,0.0,,False,56.31
100592,2023-12-03,C0024,Smart Home,NordLock Pro,189.75,1,Paid,189.75,,,,0.0,,False,189.75
100003,2023-11-15,C0059,Electronics,Laptop X,1446.04,1,Paid,1446.04,,,,0.0,,False,1446.04
100042,2023-11-16,C0002,Accessories,Charger,18.8,3,Paid,56.400000000000006,,,,0.0,,False,56.400000000000006
100327,2023-11-27,C0002,Electronics,Laptop X,1437.5,1,Paid,1437.5,,,,0.0,,False,1437.5
100087,,C0002, Accessories,Accessory Bundle,32.79,1,Paid,32.79,,,,0.0,,False,32.79
100457,,C0010,Accessories,Screen Protector,5.0,1,Paid,5.0,,,,0.0,,False,5.0
100965,2023-12-11,C0279, Accessories ,Screen Protector,12.26,1,Paid,12.26,,,,0.0,,False,12.26
101028,2023-12-12,C0044,Accessories,Wireless Mouse,31.71,1,Paid,31.71,,,,0.0,,False,31.71
100731,,C0002,Electronics,TV Pro,1405.31,2,Paid,2810.62,,,,0.0,,False,2810.62
100852,,C0113, Accessories ,USB-C Cable,18.62,2,Paid,37.24,,,,0.0,,False,37.24
100916,2023-12-10,C0003,Electronics ,Laptop X,1608.63,1,Paid,1608.63,,,,0.0,,False,1608.63
101071,2023-12-13,C0013,Accessories,Wireless Mouse,26.47,2,Paid,52.94,,,,0.0,,False,52.94
101160,2023-11-25,C0004,Accessories,Phone Case,19.93,2,Paid,39.86,,,,0.0,,False,39.86
100108,,C0008, Smart Home ,NordPlug,24.89,1,Paid,24.89,,,,0.0,,False,24.89
100690,2023-12-06,C0003, Smart Home ,NordLock Pro,192.91,1,Paid,192.91,,,,0.0,,False,192.91
100986,2023-12-11,C0178,Accessories,Charger,45.19,4,Paid,180.76,,,,0.0,,False,180.76
100747,,C0006, Accessories ,Screen Protector,11.32,4,Paid,45.28,,,,0.0,,False,45.28
101059,2023-12-13,C0002,Smart Home,NordLock Pro,202.54,1,Paid,202.54,,,,0.0,,False,202.54
101184,2023-11-28,C0001,Smart Home,NordLock Pro,210.88,1,Paid,210.88,,,,0.0,,False,210.88
100165,,C0001, Electronics ,Smartphone Z,771.06,1,Paid,771.06,,,,0.0,,False,771.06
100779,2023-12-07,C0001,Electronics,TV Pro,916.41,1,Paid,916.41,,,,0.0,,False,916.41
100039,2023-11-16,C0003,Accessories,Accessory Bundle,91.93,2,Paid,183.86,,,,0.0,,False,183.86
100149,2023-11-21,C0001,Electronics,Tablet A,475.44,1,Paid,475.44,,,,0.0,,False,475.44
100068,,C0004,Accessories,Accessory Bundle,84.63,2,Paid,169.26,,,,0.0,,False,169.26
100260,2023-11-25,C0003, Electronics ,Smartphone Z,706.61,2,Paid,1413.22,,,,0.0,,False,1413.22
100558,,C0008,Electronics,Tablet A,356.42,1,Paid,356.42,,,,0.0,,False,356.42
100184,,C0028, Smart Home ,NordLock Pro,210.27,2,Paid,420.54,,,,0.0,,False,420.54
101079,,C0003,Accessories,Charger,40.81,1,Paid,40.81,,,,0.0,,False,40.81
101094,2023-12-14,C0030,Electronics,Laptop X,1326.3,2,Paid,2652.6,,,,0.0,,False,2652.6
100944,2023-12-11,C0289,Electronics,NoiseCancel Headphones,157.39,1,Paid,157.39,,,,0.0,,False,157.39
100617,2023-12-04,C0002,Electronics,Tablet A,351.21,1,Paid,351.21,,,,0.0,,False,351.21
100136,,C0256,Smart Home,NordTherm,85.0,2,Paid,170.0,,,,0.0,,False,170.0
100974,2023-12-11,C0031,Accessories,Accessory Bundle,68.13,3,Paid,204.39,,,,0.0,,False,204.39
100955,2023-12-11,C0002, Accessories,Screen Protector,5.43,1,Paid,5.43,,,,0.0,,False,5.43
101060,2023-12-13,C0001,Electronics ,TV Pro,1293.65,1,Paid,1293.65,,,,0.0,,False,1293.65
100726,2023-12-06,C0001,Electronics,NoiseCancel Headphones,302.52,1,Paid,302.52,,,,0.0,,False,302.52
101151,2023-12-11,C0007, Accessories ,Accessory Bundle,44.45,1,Paid,44.45,,,,0.0,,False,44.45
100861,2023-12-09,C0046,Smart Home,NordLock Pro,201.0,1,Paid,201.0,,,,0.0,,False,201.0
100329,2023-11-27,C0001, Accessories ,Phone Case,12.21,2,Paid,24.42,,,,0.0,,False,24.42
100312,,C0148,Electronics,Laptop X,1691.9,1,Paid,1691.9,,,,0.0,,False,1691.9
100377,2023-11-28,C0009,Accessories,USB-C Cable,19.51,1,Paid,19.51,,,,0.0,,False,19.51
100639,,C0042,Smart Home,NordLock Pro,223.67,2,Paid,447.34,,,,0.0,,False,447.34
101098,2023-12-14,C0001,Accessories,Charger,22.04,1,Paid,22.04,,,,0.0,,False,22.04
100173,,C0008,Electronics,Smartphone Z,1043.81,1,Paid,1043.81,,,,0.0,,False,1043.81
100883,2023-12-09,C0002,Electronics,Laptop X,1389.38,1,Paid,1389.38,,,,0.0,,False,1389.38
100560,,C0196,Electronics,Smartphone Z,840.55,1,Paid,840.55,,,,0.0,,False,840.55
100289,2023-11-25,C0005, Smart Home ,NordLock Pro,249.63,2,Paid,499.26,,,,0.0,,False,499.26
100294,,C0002, Accessories,USB-C Cable,13.57,2,Paid,27.14,,,,0.0,,False,27.14
100435,2023-11-29,C0008,Accessories,Screen Protector,8.41,3,Paid,25.23,,,,0.0,,False,25.23
101154,2023-12-11,C0015,Smart Home,NordLock Pro,241.95,1,Paid,241.95,,,,0.0,,False,241.95
100666,,C0001,Accessories,Laptop Sleeve,22.57,4,Paid,90.28,,,,0.0,,False,90.28
100270,,C0031,Accessories,Laptop Sleeve,17.02,2,Paid,34.04,,,,0.0,,False,34.04
101087,2023-12-14,C0009, Electronics ,Tablet A,484.26,1,Paid,484.26,,,,0.0,,False,484.26
100321,2023-11-27,C0004, Accessories ,Accessory Bundle,51.76,1,Paid,51.76,,,,0.0,,False,51.76
100462,2023-11-30,C0009,Electronics,Laptop X,1389.57,1,Paid,1389.57,,,,0.0,,False,1389.57
100370,2023-11-28,C0217,Accessories,USB-C Cable,19.89,2,Failed,39.78,,,,0.0,,False,39.78
100218,2023-11-23,C0004,Electronics,Smartphone Z,989.29,2,Paid,1978.58,,,,0.0,,False,1978.58
100083,,C0002,Smart Home,NordLock Pro,215.0,1,Paid,215.0,,,,0.0,,False,215.0
100273,2023-11-25,C0002,Electronics,Laptop X,1374.89,1,Paid,1374.89,,,,0.0,,False,1374.89
100637,2023-12-04,C0003,Electronics,Smartphone Z,713.0,1,Paid,713.0,,,,0.0,,False,713.0
101103,2023-12-14,C0103, Accessories,Accessory Bundle,63.95,1,Paid,63.95,,,,0.0,,False,63.95
100178,2023-11-22,C0025,Electronics,NoiseCancel Headphones,252.35,1,Paid,252.35,,,,0.0,,False,252.35
100593,2023-12-03,C0297,Accessories,Laptop Sleeve,27.83,1,Paid,27.83,,,,0.0,,False,27.83
100410,2023-11-29,C0026, Accessories ,Accessory Bundle,35.78,1,Pending,35.78,,,,0.0,,False,35.78
100401,2023-11-29,C0017,Accessories,Phone Case,10.0,1,Paid,10.0,,,,0.0,,False,10.0
100438,2023-11-30,C0010, Accessories,Charger,20.58,1,Paid,20.58,,,,0.0,,False,20.58
100600,,C0043,Accessories,Phone Case,32.88,1,Paid,32.88,,,,0.0,,False,32.88
100753,2023-12-07,C0040, Electronics ,Tablet A,436.32,1,Paid,436.32,,,,0.0,,False,436.32
100765,2023-12-07,C0080,Electronics,Laptop X,1361.87,1,Paid,1361.87,,,,0.0,,False,1361.87
100782,2023-12-07,C0001,Smart Home,NordLock Pro,201.0,2,Paid,402.0,,,,0.0,,False,402.0
101064,,C0002,Accessories,Phone Case,16.39,3,Paid,49.17,,,,0.0,,False,49.17
100477,,C0001, Smart Home ,NordLock Pro,195.76,1,Pending,195.76,,,,0.0,,False,195.76
100936,2023-12-11,C0151,Electronics,TV Pro,1641.8,1,Paid,1641.8,,,,0.0,,False,1641.8
100489,2023-12-01,C0015,Electronics,Tablet A,559.0,2,Paid,1118.0,,,,0.0,,False,1118.0
100238,2023-11-24,C0270,Accessories,USB-C Cable,17.0,1,Paid,17.0,,,,0.0,,False,17.0
100026,,C0091,Electronics,NoiseCancel Headphones,192.39,1,Paid,192.39,,,,0.0,,False,192.39
100244,2023-11-24,C0002,Electronics ,NoiseCancel Headphones,229.51,1,Paid,229.51,,,,0.0,,False,229.51
100828,2023-12-08,C0001, Accessories,Screen Protector,13.81,2,Paid,27.62,,,,0.0,,False,27.62
100976,2023-12-11,C0008,Electronics ,Tablet A,365.96,1,Paid,365.96,,,,0.0,,False,365.96
100427,2023-11-29,C0001,Electronics,TV Pro,1187.16,1,Paid,1187.16,,,,0.0,,False,1187.16
100023,,C0016, Accessories ,Accessory Bundle,30.78,1,Paid,30.78,,,,0.0,,False,30.78
100256,2023-11-24,C0002, Smart Home ,NordLock Pro,235.74,1,Paid,235.74,,,,0.0,,False,235.74
100293,2023-11-25,C0001, Accessories,Charger,40.76,1,Paid,40.76,,,,0.0,,False,40.76
100811,2023-12-08,C0008, Electronics ,NoiseCancel Headphones,161.34,1,Paid,161.34,,,,0.0,,False,161.34
100295,2023-11-25,C0001,Electronics,Smartphone Z,789.49,1,Paid,789.49,,,,0.0,,False,789.49
100785,2023-12-07,C0034,Electronics,Smartphone Z,1072.68,1,Paid,1072.68,,,,0.0,,False,1072.68
100122,2023-11-20,C0113, Accessories,Phone Case,33.56,1,Paid,33.56,,,,0.0,,False,33.56
100807,2023-12-08,C0007,Accessories,USB-C Cable,12.72,1,Paid,12.72,,,,0.0,,False,12.72
100953,2023-12-11,C0015,Smart Home,NordLock Pro,241.95,1,Paid,241.95,,,,0.0,,False,241.95
101084,2023-12-13,C0225,Accessories,Laptop Sleeve,20.38,2,Paid,40.76,,,,0.0,,False,40.76
100317,2023-11-27,C0001,Electronics,Smartphone Z,724.77,1,Paid,724.77,,,,0.0,,False,724.77
100679,,C0001,Smart Home,NordLock Pro,197.29,1,Pending,197.29,,,,0.0,,False,197.29
100503,2023-12-01,C0122,Smart Home,NordLock Pro,207.18,1,Paid,207.18,,,,0.0,,False,207.18
100190,2023-11-22,C0215,Electronics,Smartphone Z,846.71,2,Paid,1693.42,,,,0.0,,False,1693.42
100763,,C0001,Accessories,USB-C Cable,16.94,1,Paid,16.94,,,,0.0,,False,16.94
100171,2023-11-22,C0090,Accessories,Charger,28.87,4,Paid,115.48,,,,0.0,,False,115.48
100155,,C0003,Electronics ,TV Pro,1019.81,1,Paid,1019.81,,,,0.0,,False,1019.81
100177,,C0002,Electronics,NoiseCancel Headphones,309.0,1,Paid,309.0,,,,0.0,,False,309.0
100350,2023-11-27,C0038, Accessories ,Charger,34.12,2,Paid,68.24,,,,0.0,,False,68.24
100991,2023-12-12,C0107, Electronics ,Tablet A,427.39,1,Failed,427.39,,,,0.0,,False,427.39
101066,2023-12-13,C0007,Electronics,NoiseCancel Headphones,258.62,1,Pending,258.62,,,,0.0,,False,258.62
100583,2023-12-03,C0001, Electronics ,TV Pro,1181.73,1,Paid,1181.73,,,,0.0,,False,1181.73
101191,2023-11-15,C0002,Electronics,Tablet A,488.25,1,Paid,488.25,,,,0.0,,False,488.25
101035,2023-12-12,C0001, Smart Home ,NordLock Pro,195.28,2,Paid,390.56,,,,0.0,,False,390.56
100578,2023-12-03,C0012, Accessories ,Wireless Mouse,51.21,1,Pending,51.21,,,,0.0,,False,51.21
101031,,C0020,Smart Home,NordLock Pro,205.55,1,Paid,205.55,,,,0.0,,False,205.55
100524,2023-12-02,C0104, Accessories ,Wireless Mouse,18.15,1,Paid,18.15,,,,0.0,,False,18.15
100777,2023-12-07,C0206, Accessories ,Phone Case,16.43,1,Paid,16.43,,,,0.0,,False,16.43
101175,2023-12-07,C0004,Electronics,Smartphone Z,893.14,1,Paid,893.14,,,,0.0,,False,893.14
100607,2023-12-04,C0054,Electronics ,Laptop X,1698.65,1,Paid,1698.65,,,,0.0,,False,1698.65
100983,2023-12-11,C0038,Accessories,Laptop Sleeve,38.52,2,Paid,77.04,,,,0.0,,False,77.04
100562,,C0142, Accessories ,USB-C Cable,17.33,1,Paid,17.33,,,,0.0,,False,17.33
100842,2023-12-08,C0007,Electronics,Laptop X,1714.94,1,Paid,1714.94,R000004,Ref: 100842,2023-12-24,1714.94,Processed,True,0.0
101187,2023-11-29,C0017, Smart Home ,NordTherm,83.85,1,Paid,83.85,,,,0.0,,False,83.85
100630,2023-12-04,C0069,Accessories,Wireless Mouse,13.89,1,Paid,13.89,,,,0.0,,False,13.89
100898,2023-12-10,C0001,Smart Home,NordLock Pro,241.97,1,Paid,241.97,,,,0.0,,False,241.97
100067,2023-11-17,C0003,Accessories,Wireless Mouse,56.08,1,Paid,56.08,R000005,100067,2023-11-23,56.08,Processed,True,0.0
100714,,C0001,Accessories,Screen Protector,12.92,1,Paid,12.92,,,,0.0,,False,12.92
100182,2023-11-22,C0001,Electronics,TV Pro,1046.88,1,Failed,1046.88,,,,0.0,,False,1046.88
100958,2023-12-11,C0001,Accessories,Charger,43.0,3,Paid,129.0,,,,0.0,,False,129.0
100696,2023-12-06,C0135, Smart Home ,NordLock Pro,225.0,2,Paid,450.0,,,,0.0,,False,450.0
100334,2023-11-27,C0005,Electronics,Tablet A,322.05,1,Paid,322.05,,,,0.0,,False,322.05
100938,,C0014,Electronics ,Smartphone Z,782.74,1,Failed,782.74,,,,0.0,,False,782.74
100733,2023-12-06,C0050, Accessories,Charger,48.23,3,Paid,144.69,,,,0.0,,False,144.69
100913,2023-12-10,C0001,Accessories,Wireless Mouse,19.15,1,Paid,19.15,,,,0.0,,False,19.15
100644,2023-12-04,C0301, Accessories,USB-C Cable,9.53,2,Paid,19.06,,,,0.0,,False,19.06
100541,2023-12-02,C0020,Accessories,Wireless Mouse,58.32,1,Paid,58.32,,,,0.0,,False,58.32
100577,2023-12-03,C0002, Smart Home ,NordLock Pro,213.5,2,Paid,427.0,R000006,Ref: 100577,2023-12-12,427.0,Processed,True,0.0
100045,2023-11-17,C0115,Electronics,TV Pro,1532.19,1,Paid,1532.19,,,,0.0,,False,1532.19
100080,,C0002,Accessories,Accessory Bundle,35.86,2,Paid,71.72,,,,0.0,,False,71.72
100911,2023-12-10,C0003,Electronics,NoiseCancel Headphones,254.21,1,Paid,254.21,,,,0.0,,False,254.21
100820,2023-12-08,C0001,Accessories,Accessory Bundle,61.58,3,Failed,184.74,,,,0.0,,False,184.74
100990,2023-12-12,C0157, Electronics ,NoiseCancel Headphones,328.41,2,Paid,656.82,,,,0.0,,False,656.82
100634,,C0002,Electronics,Smartphone Z,810.82,1,Paid,810.82,,,,0.0,,False,810.82
100118,2023-11-19,C0068,Accessories,Laptop Sleeve,38.0,1,Paid,38.0,,,,0.0,,False,38.0
100906,,C0048, Electronics ,NoiseCancel Headphones,158.01,1,Paid,158.01,,,,0.0,,False,158.01
100332,2023-11-27,C0002,Electronics,Laptop X,1608.06,1,Paid,1608.06,,,,0.0,,False,1608.06
101117,2023-12-14,C0018, Accessories,Charger,27.0,2,Paid,54.0,,,,0.0,,False,54.0
100755,2023-12-07,C0003, Accessories,Accessory Bundle,76.3,2,Paid,152.6,,,,0.0,,False,152.6
100483,2023-12-01,C0001,Smart Home,NordLock Pro,216.17,1,Paid,216.17,,,,0.0,,False,216.17
100047,2023-11-17,C0006,Smart Home,NordLock Pro,208.67,1,Paid,208.67,,,,0.0,,False,208.67
100605,2023-12-04,C0013,Smart Home,NordTherm,142.49,1,Paid,142.49,,,,0.0,,False,142.49
100124,2023-11-20,C0004,Electronics,NoiseCancel Headphones,233.73,1,Paid,233.73,,,,0.0,,False,233.73
100240,2023-11-24,C0018,Accessories,USB-C Cable,13.43,2,Paid,26.86,,,,0.0,,False,26.86
100027,,C0004,Electronics ,NoiseCancel Headphones,170.89,1,Paid,170.89,,,,0.0,,False,170.89
101168,,C0004, Smart Home ,NordLock Pro,246.71,1,Paid,246.71,,,,0.0,,False,246.71
100057,2023-11-17,C0061,Electronics,TV Pro,1046.02,1,Paid,1046.02,,,,0.0,,False,1046.02
101072,2023-12-13,C0001,Smart Home,NordLock Pro,212.32,1,Paid,212.32,,,,0.0,,False,212.32
100709,2023-12-06,C0001,Accessories,Wireless Mouse,54.54,3,Paid,163.62,,,,0.0,,False,163.62
101045,2023-12-13,C0027,Smart Home,NordPlug,32.53,2,Paid,65.06,,,,0.0,,False,65.06
100379,2023-11-28,C0001,Accessories,Accessory Bundle,67.03,2,Paid,134.06,,,,0.0,,False,134.06
100316,2023-11-26,C0002,Electronics,Tablet A,597.79,1,Paid,597.79,,,,0.0,,False,597.79
100907,,C0005,Electronics ,TV Pro,1352.21,1,Paid,1352.21,,,,0.0,,False,1352.21
100180,2023-11-22,C0006,Electronics ,NoiseCancel Headphones,228.54,1,Paid,228.54,,,,0.0,,False,228.54
101018,,C0002, Accessories ,USB-C Cable,15.31,2,Paid,30.62,,,,0.0,,False,30.62
101088,2023-12-14,C0006,Accessories,USB-C Cable,14.75,1,Paid,14.75,,,,0.0,,False,14.75
100515,,C0243,Electronics,Tablet A,533.0,1,Paid,533.0,,,,0.0,,False,533.0
100693,2023-12-06,C0001, Accessories,Laptop Sleeve,26.83,2,Paid,53.66,,,,0.0,,False,53.66
100682,2023-12-05,C0223, Accessories,Screen Protector,7.5,2,Paid,15.0,,,,0.0,,False,15.0
101037,2023-12-12,C0003,Electronics,NoiseCancel Headphones,308.13,1,Paid,308.13,R000007,TX-101037,2023-12-27,308.13,Processed,True,0.0
